⍃	Apl Functional Symbol Quad Less-Than	Symbols
⍄	Apl Functional Symbol Quad Greater-Than	Symbols
⍅	Apl Functional Symbol Leftwards Vane	Symbols
⍆	Apl Functional Symbol Rightwards Vane	Symbols
⍇	Apl Functional Symbol Quad Leftwards Arrow	Symbols
⍈	Apl Functional Symbol Quad Rightwards Arrow	Symbols
⍉	Apl Functional Symbol Circle Backslash	Symbols
⍊	Apl Functional Symbol Down Tack Underbar	Symbols
⍋	Apl Functional Symbol Delta Stile	Symbols
⍌	Apl Functional Symbol Quad Down Caret	Travel & places
⍍	Apl Functional Symbol Quad Delta	Symbols
⍎	Apl Functional Symbol Down Tack Jot	Symbols
⍏	Apl Functional Symbol Upwards Vane	Symbols
⍐	Apl Functional Symbol Quad Upwards Arrow	Symbols
⍑	Apl Functional Symbol Up Tack Overbar	Symbols
⍒	Apl Functional Symbol Del Stile	Symbols
⍓	Apl Functional Symbol Quad Up Caret	Travel & places
⍔	Apl Functional Symbol Quad Del	Symbols
⍕	Apl Functional Symbol Up Tack Jot	Symbols
⍖	Apl Functional Symbol Downwards Vane	Symbols
⍗	Apl Functional Symbol Quad Downwards Arrow	Symbols
⍘	Apl Functional Symbol Quote Underbar	Symbols
⍙	Apl Functional Symbol Delta Underbar	Symbols
⍚	Apl Functional Symbol Diamond Underbar	Symbols
⍛	Apl Functional Symbol Jot Underbar	Symbols
⍜	Apl Functional Symbol Circle Underbar	Symbols
⍝	Apl Functional Symbol Up Shoe Jot	Activities & objects
⍞	Apl Functional Symbol Quote Quad	Symbols
⍟	Apl Functional Symbol Circle Star	Animals & nature
⍠	Apl Functional Symbol Quad Colon	Symbols
⍡	Apl Functional Symbol Up Tack Diaeresis	Symbols
⍢	Apl Functional Symbol Del Diaeresis	Symbols
⍣	Apl Functional Symbol Star Diaeresis	Animals & nature
⍤	Apl Functional Symbol Jot Diaeresis	Symbols
⍥	Apl Functional Symbol Circle Diaeresis	Symbols
⍦	Apl Functional Symbol Down Shoe Stile	Activities & objects
⍧	Apl Functional Symbol Left Shoe Stile	Activities & objects
⍨	Apl Functional Symbol Tilde Diaeresis	Symbols
⍩	Apl Functional Symbol Greater-Than Diaeresis	Symbols
⍪	Apl Functional Symbol Comma Bar	Symbols
⍫	Apl Functional Symbol Del Tilde	Symbols
⍬	Apl Functional Symbol Zilde	Symbols
⍭	Apl Functional Symbol Stile Tilde	Symbols
⍮	Apl Functional Symbol Semicolon Underbar	Symbols
⍯	Apl Functional Symbol Quad Not Equal	Symbols
⍰	Apl Functional Symbol Quad Question	Symbols
⍱	Apl Functional Symbol Down Caret Tilde	Travel & places
⍲	Apl Functional Symbol Up Caret Tilde	Travel & places
⍳	Apl Functional Symbol Iota	Symbols
⍴	Apl Functional Symbol Rho	Symbols
⍵	Apl Functional Symbol Omega	Symbols
⍶	Apl Functional Symbol Alpha Underbar	Symbols
⍷	Apl Functional Symbol Epsilon Underbar	Symbols
⍸	Apl Functional Symbol Iota Underbar	Symbols
⍹	Apl Functional Symbol Omega Underbar	Symbols
⍺	Apl Functional Symbol Alpha	Symbols
⍻	Not Check Mark	Symbols
⍼	Right Angle With Downwards Zigzag Arrow	Symbols
⍽	Shouldered Open Box	Animals & nature
⍾	Bell Symbol	Activities & objects
⍿	Vertical Line With Middle Dot	Other
⎀	Insertion Symbol	Symbols
⎁	Continuous Underline Symbol	Symbols
⎂	Discontinuous Underline Symbol	Symbols
⎃	Emphasis Symbol	Symbols
⎄	Composition Symbol	Symbols
⎅	White Square With Centre Vertical Line	Symbols
⎆	Enter Symbol	Symbols
⎇	Alternative Key Symbol	Activities & objects
⎈	Helm Symbol	Symbols
⎉	Circled Horizontal Bar With Notch	Symbols
⎊	Circled Triangle Down	Symbols
⎋	Broken Circle With Northwest Arrow	Symbols
⎌	Undo Symbol	Symbols
⎍	Monostable Symbol	Symbols
⎎	Hysteresis Symbol	Symbols
⎏	Open-Circuit-Output H-Type Symbol	Activities & objects
⎐	Open-Circuit-Output L-Type Symbol	Activities & objects
⎑	Passive-Pull-Down-Output Symbol	Symbols
⎒	Passive-Pull-Up-Output Symbol	Symbols
⎓	Direct Current Symbol Form Two	Symbols
⎔	Software-Function Symbol	Symbols
⎕	Apl Functional Symbol Quad	Symbols
⎖	Decimal Separator Key Symbol	Animals & nature
⎗	Previous Page	Activities & objects
⎘	Next Page	Activities & objects
⎙	Print Screen Symbol	Symbols
⎚	Clear Screen Symbol	People
⎛	Left Parenthesis Upper Hook	Activities & objects
⎜	Left Parenthesis Extension	Other
⎝	Left Parenthesis Lower Hook	Activities & objects
⎞	Right Parenthesis Upper Hook	Activities & objects
⎟	Right Parenthesis Extension	Other
⎠	Right Parenthesis Lower Hook	Activities & objects
⎡	Left Square Bracket Upper Corner	Food & drink
⎢	Left Square Bracket Extension	Symbols
⎣	Left Square Bracket Lower Corner	Food & drink
⎤	Right Square Bracket Upper Corner	Food & drink
⎥	Right Square Bracket Extension	Symbols
⎦	Right Square Bracket Lower Corner	Food & drink
⎧	Left Curly Bracket Upper Hook	Activities & objects
⎨	Left Curly Bracket Middle Piece	Food & drink
⎩	Left Curly Bracket Lower Hook	Activities & objects
⎪	Curly Bracket Extension	Other
⎫	Right Curly Bracket Upper Hook	Activities & objects
⎬	Right Curly Bracket Middle Piece	Food & drink
⎭	Right Curly Bracket Lower Hook	Activities & objects
⎮	Integral Extension	Other
⎯	Horizontal Line Extension	Other
⎰	Upper Left Or Lower Right Curly Bracket Section	Other
⎱	Upper Right Or Lower Left Curly Bracket Section	Other
⎲	Summation Top	Other
⎳	Summation Bottom	Other
⎴	Top Square Bracket	Symbols
⎵	Bottom Square Bracket	Symbols
⎶	Bottom Square Bracket Over Top Square Bracket	Symbols
⎷	Radical Symbol Bottom	Symbols
⎸	Left Vertical Box Line	Animals & nature
⎹	Right Vertical Box Line	Animals & nature
⎺	Horizontal Scan Line-1	Other
⎻	Horizontal Scan Line-3	Other
⎼	Horizontal Scan Line-7	Other
⎽	Horizontal Scan Line-9	Other
⎾	Dentistry Symbol Light Vertical And Top Right	Symbols
⎿	Dentistry Symbol Light Vertical And Bottom Right	Symbols
⏀	Dentistry Symbol Light Vertical With Circle	Symbols
⏁	Dentistry Symbol Light Down And Horizontal With Circle	Symbols
⏂	Dentistry Symbol Light Up And Horizontal With Circle	Symbols
⏃	Dentistry Symbol Light Vertical With Triangle	Symbols
⏄	Dentistry Symbol Light Down And Horizontal With Triangle	Symbols
⏅	Dentistry Symbol Light Up And Horizontal With Triangle	Symbols
⏆	Dentistry Symbol Light Vertical And Wave	Animals & nature
⏇	Dentistry Symbol Light Down And Horizontal With Wave	Animals & nature
⏈	Dentistry Symbol Light Up And Horizontal With Wave	Animals & nature
⏉	Dentistry Symbol Light Down And Horizontal	Symbols
⏊	Dentistry Symbol Light Up And Horizontal	Symbols
⏋	Dentistry Symbol Light Vertical And Top Left	Symbols
⏌	Dentistry Symbol Light Vertical And Bottom Left	Symbols
⏍	Square Foot	People
⏎	Return Symbol	Activities & objects
⏏	Eject Symbol	Symbols
⏐	Vertical Line Extension	Other
⏑	Metrical Breve	Other
⏒	Metrical Long Over Short	Other
⏓	Metrical Short Over Long	Other
⏔	Metrical Long Over Two Shorts	Other
⏕	Metrical Two Shorts Over Long	Other
⏖	Metrical Two Shorts Joined	Other
⏗	Metrical Triseme	Other
⏘	Metrical Tetraseme	Other
⏙	Metrical Pentaseme	Activities & objects
⏚	Earth Ground	People
⏛	Fuse	Other
⏜	Top Parenthesis	Other
⏝	Bottom Parenthesis	Symbols
⏞	Top Curly Bracket	Other
⏟	Bottom Curly Bracket	Symbols
⏠	Top Tortoise Shell Bracket	Animals & nature
⏡	Bottom Tortoise Shell Bracket	Animals & nature
⏢	White Trapezium	Activities & objects
⏣	Benzene Ring With Circle	Activities & objects
⏤	Straightness	Other
⏥	Flatness	Other
⏦	Ac Current	Other
⏧	Electrical Intersection	Other
⏨	Decimal Exponent Symbol	Symbols
⏩	Black Right-Pointing Double Triangle	Symbols
⏪	Black Left-Pointing Double Triangle	Symbols
⏫	Black Up-Pointing Double Triangle	Symbols
⏬	Black Down-Pointing Double Triangle	Symbols
⏭	Black Right-Pointing Double Triangle With Vertical Bar	Symbols
⏮	Black Left-Pointing Double Triangle With Vertical Bar	Symbols
⏯	Black Right-Pointing Triangle With Double Vertical Bar	Symbols
⏰	Alarm Clock	People
⏱	Stopwatch	Activities & objects
⏲	Timer Clock	Activities & objects
⏳	Hourglass With Flowing Sand	Activities & objects
⏴	Black Medium Left-Pointing Triangle	Symbols
⏵	Black Medium Right-Pointing Triangle	Symbols
⏶	Black Medium Up-Pointing Triangle	Symbols
⏷	Black Medium Down-Pointing Triangle	Symbols
⏸	Double Vertical Bar	Symbols
⏹	Black Square For Stop	Symbols
⏺	Black Circle For Record	Symbols
⏻	Power Symbol	Symbols
⏼	Power On-Off Symbol	Symbols
⏽	Power On Symbol	Symbols
⏾	Power Sleep Symbol	Symbols
⏿	Observer Eye Symbol	People
■	Black Square	Symbols
□	White Square	Symbols
▢	White Square With Rounded Corners	Food & drink
▣	White Square Containing Black Small Square	Symbols
▤	Square With Horizontal Fill	Symbols
▥	Square With Vertical Fill	Symbols
▦	Square With Orthogonal Crosshatch Fill	Activities & objects
▧	Square With Upper Left To Lower Right Fill	Symbols
▨	Square With Upper Right To Lower Left Fill	Symbols
▩	Square With Diagonal Crosshatch Fill	Activities & objects
▪	Black Small Square	Symbols
▫	White Small Square	Symbols
▬	Black Rectangle	Symbols
▭	White Rectangle	Symbols
▮	Black Vertical Rectangle	Symbols
▯	White Vertical Rectangle	Symbols
▰	Black Parallelogram	Symbols
▱	White Parallelogram	Symbols
▲	Black Up-Pointing Triangle	Symbols
△	White Up-Pointing Triangle	Symbols
▴	Black Up-Pointing Small Triangle	Symbols
▵	White Up-Pointing Small Triangle	Symbols
▶	Black Right-Pointing Triangle	Symbols
▷	White Right-Pointing Triangle	Symbols
▸	Black Right-Pointing Small Triangle	Symbols
▹	White Right-Pointing Small Triangle	Symbols
►	Black Right-Pointing Pointer	Symbols
▻	White Right-Pointing Pointer	Symbols
▼	Black Down-Pointing Triangle	Symbols
▽	White Down-Pointing Triangle	Symbols
▾	Black Down-Pointing Small Triangle	Symbols
▿	White Down-Pointing Small Triangle	Symbols
◀	Black Left-Pointing Triangle	Symbols
◁	White Left-Pointing Triangle	Symbols
◂	Black Left-Pointing Small Triangle	Symbols
◃	White Left-Pointing Small Triangle	Symbols
◄	Black Left-Pointing Pointer	Symbols
◅	White Left-Pointing Pointer	Symbols
◆	Black Diamond	Symbols
◇	White Diamond	Symbols
◈	White Diamond Containing Black Small Diamond	Symbols
◉	Fisheye	People
◊	Lozenge	Other
○	White Circle	Symbols
◌	Dotted Circle	Symbols
◍	Circle With Vertical Fill	Symbols
◎	Bullseye	People
●	Black Circle	Symbols
◐	Circle With Left Half Black	Symbols
◑	Circle With Right Half Black	Symbols
◒	Circle With Lower Half Black	Symbols
◓	Circle With Upper Half Black	Symbols
◔	Circle With Upper Right Quadrant Black	Animals & nature
◕	Circle With All But Upper Left Quadrant Black	Animals & nature
◖	Left Half Black Circle	Symbols
◗	Right Half Black Circle	Symbols
◘	Inverse Bullet	Other
◙	Inverse White Circle	Symbols
◚	Upper Half Inverse White Circle	Symbols
◛	Lower Half Inverse White Circle	Symbols
◜	Upper Left Quadrant Circular Arc	Animals & nature
◝	Upper Right Quadrant Circular Arc	Animals & nature
◞	Lower Right Quadrant Circular Arc	Animals & nature
◟	Lower Left Quadrant Circular Arc	Animals & nature
◠	Upper Half Circle	Symbols
◡	Lower Half Circle	Symbols
◢	Black Lower Right Triangle	Symbols
◣	Black Lower Left Triangle	Symbols
◤	Black Upper Left Triangle	Symbols
◥	Black Upper Right Triangle	Symbols
◦	White Bullet	Symbols
◧	Square With Left Half Black	Symbols
◨	Square With Right Half Black	Symbols
◩	Square With Upper Left Diagonal Half Black	Symbols
◪	Square With Lower Right Diagonal Half Black	Symbols
◫	White Square With Vertical Bisecting Line	Symbols
◬	White Up-Pointing Triangle With Dot	Symbols
◭	Up-Pointing Triangle With Left Half Black	Symbols
◮	Up-Pointing Triangle With Right Half Black	Symbols
◯	Large Circle	Symbols
◰	White Square With Upper Left Quadrant	Animals & nature
◱	White Square With Lower Left Quadrant	Animals & nature
◲	White Square With Lower Right Quadrant	Animals & nature
◳	White Square With Upper Right Quadrant	Animals & nature
◴	White Circle With Upper Left Quadrant	Animals & nature
◵	White Circle With Lower Left Quadrant	Animals & nature
◶	White Circle With Lower Right Quadrant	Animals & nature
◷	White Circle With Upper Right Quadrant	Animals & nature
◸	Upper Left Triangle	Symbols
◹	Upper Right Triangle	Symbols
◺	Lower Left Triangle	Symbols
◻	White Medium Square	Symbols
◼	Black Medium Square	Symbols
◽	White Medium Small Square	Symbols
◾	Black Medium Small Square	Symbols
◿	Lower Right Triangle	Symbols
🇦🇷	Flag Argentina AR	Flags
🇦🇺	Flag Australia AU	Flags
🇦🇹	Flag Austria AT	Flags
🇧🇪	Flag Belgium BE	Flags
🇧🇷	Flag Brazil BR	Flags
🇨🇦	Flag Canada CA	Flags
🇨🇱	Flag Chile CL	Flags
🇨🇳	Flag China CN	Flags
🇨🇴	Flag Colombia CO	Flags
🇭🇷	Flag Croatia HR	Flags
🇨🇿	Flag Czechia CZ	Flags
🇩🇰	Flag Denmark DK	Flags
🇪🇬	Flag Egypt EG	Flags
🇪🇪	Flag Estonia EE	Flags
🇪🇺	Flag European Union EU	Flags
🇫🇮	Flag Finland FI	Flags
🇫🇷	Flag France FR	Flags
🇩🇪	Flag Germany DE	Flags
🇬🇷	Flag Greece GR	Flags
🇭🇰	Flag Hong Kong HK	Flags
🇭🇺	Flag Hungary HU	Flags
🇮🇸	Flag Iceland IS	Flags
🇮🇳	Flag India IN	Flags
🇮🇩	Flag Indonesia ID	Flags
🇮🇪	Flag Ireland IE	Flags
🇮🇱	Flag Israel IL	Flags
🇮🇹	Flag Italy IT	Flags
🇯🇵	Flag Japan JP	Flags
🇰🇪	Flag Kenya KE	Flags
🇱🇻	Flag Latvia LV	Flags
🇱🇹	Flag Lithuania LT	Flags
🇱🇺	Flag Luxembourg LU	Flags
🇲🇾	Flag Malaysia MY	Flags
🇲🇽	Flag Mexico MX	Flags
🇲🇦	Flag Morocco MA	Flags
🇳🇱	Flag Netherlands NL	Flags
🇳🇿	Flag New Zealand NZ	Flags
🇳🇬	Flag Nigeria NG	Flags
🇳🇴	Flag Norway NO	Flags
🇵🇰	Flag Pakistan PK	Flags
🇵🇪	Flag Peru PE	Flags
🇵🇭	Flag Philippines PH	Flags
🇵🇱	Flag Poland PL	Flags
🇵🇹	Flag Portugal PT	Flags
🇷🇴	Flag Romania RO	Flags
🇷🇺	Flag Russia RU	Flags
🇸🇦	Flag Saudi Arabia SA	Flags
🇷🇸	Flag Serbia RS	Flags
🇸🇬	Flag Singapore SG	Flags
🇸🇰	Flag Slovakia SK	Flags
🇸🇮	Flag Slovenia SI	Flags
🇿🇦	Flag South Africa ZA	Flags
🇰🇷	Flag South Korea KR	Flags
🇪🇸	Flag Spain ES	Flags
🇸🇪	Flag Sweden SE	Flags
🇨🇭	Flag Switzerland CH	Flags
🇹🇼	Flag Taiwan TW	Flags
🇹🇭	Flag Thailand TH	Flags
🇹🇷	Flag Türkiye TR	Flags
🇺🇦	Flag Ukraine UA	Flags
🇬🇧	Flag United Kingdom GB	Flags
🇺🇸	Flag United States US	Flags
🇻🇳	Flag Vietnam VN	Flags
